country,country_code,year_week,age_group,new_cases,population,rate_14_day_per_100k,source
Germany,DE,2020-32,<15yr,837,11477800,12.4936834585025,TESSy COVID-19
Germany,DE,2020-33,<15yr,1230,11477800,18.00867762114691,TESSy COVID-19
Germany,DE,2020-34,<15yr,1227,11477800,21.4065413232501,TESSy COVID-19
Germany,DE,2020-35,<15yr,1054,11477800,19.873146421788146,TESSy COVID-19
Germany,DE,2020-36,<15yr,969,11477800,17.625328895781422,TESSy COVID-19
Germany,DE,2020-37,<15yr,1041,11477800,17.51206677237798,TESSy COVID-19
Germany,DE,2020-38,<15yr,1157,11477800,19.15001132621234,TESSy COVID-19
Germany,DE,2020-39,<15yr,1268,11477800,21.12774225025702,TESSy COVID-19
Germany,DE,2020-40,<15yr,1470,11477800,23.854745682970606,TESSy COVID-19
Germany,DE,2020-41,<15yr,2284,11477800,32.706616250500964,TESSy COVID-19
Germany,DE,2020-42,<15yr,3495,11477800,50.34937008834446,TESSy COVID-19
Germany,DE,2020-43,<15yr,5992,11477800,82.65521267141787,TESSy COVID-19
Germany,DE,2020-44,<15yr,9046,11477800,131.01813936468662,TESSy COVID-19
Germany,DE,2020-45,<15yr,10470,11477800,170.03258464165606,TESSy COVID-19
Germany,DE,2020-46,<15yr,11292,11477800,189.60079457735802,TESSy COVID-19
Germany,DE,2020-47,<15yr,11533,11477800,198.86215128334698,TESSy COVID-19
Germany,DE,2020-48,<15yr,11247,11477800,198.47009008695045,TESSy COVID-19
Germany,DE,2020-49,<15yr,11053,11477800,194.28810399205423,TESSy COVID-19
Germany,DE,2020-50,<15yr,12541,11477800,205.56204150621198,TESSy COVID-19
Germany,DE,2020-51,<15yr,12604,11477800,219.07508407534544,TESSy COVID-19
Germany,DE,2020-52,<15yr,8457,11477800,183.49335238460333,TESSy COVID-19
Germany,DE,2020-53,<15yr,6031,11477800,126.226280297618,TESSy COVID-19
Germany,DE,2021-01,<15yr,7581,11477800,118.59415567443239,TESSy COVID-19
Germany,DE,2021-02,<15yr,6719,11477800,124.58833574378365,TESSy COVID-19
Germany,DE,2021-03,<15yr,5782,11477800,108.9146003589538,TESSy COVID-19
Germany,DE,2021-04,<15yr,5023,11477800,94.13824949032045,TESSy COVID-19
Germany,DE,2021-05,<15yr,4805,11477800,85.6261652930004,TESSy COVID-19
Germany,DE,2021-06,<15yr,4122,11477800,77.77622889403892,TESSy COVID-19
Germany,DE,2021-07,<15yr,4448,11477800,74.66587673595986,TESSy COVID-19
Germany,DE,2021-08,<15yr,5751,11477800,88.85849204551396,TESSy COVID-19
Germany,DE,2021-09,<15yr,7380,11477800,114.40345710850511,TESSy COVID-19
Germany,DE,2021-10,<15yr,9508,11477800,147.1362107720992,TESSy COVID-19
Germany,DE,2021-11,<15yr,12917,11477800,195.37716287093346,TESSy COVID-19
Germany,DE,2021-12,<15yr,17375,11477800,263.91817247207655,TESSy COVID-19
Germany,DE,2021-13,<15yr,14409,11477800,276.917179250379,TESSy COVID-19
Germany,DE,2021-14,<15yr,13784,11477800,245.63069577793655,TESSy COVID-19
Germany,DE,2021-15,<15yr,19604,11477800,290.8919827841572,TESSy COVID-19
Germany,DE,2021-16,<15yr,22576,11477800,367.4920280890066,TESSy COVID-19
Germany,DE,2021-17,<15yr,18932,11477800,361.63724755615186,TESSy COVID-19
Germany,DE,2021-18,<15yr,15659,11477800,301.3730854344909,TESSy COVID-19
Germany,DE,2021-19,<15yr,11557,11477800,237.1186115806165,TESSy COVID-19
Germany,DE,2021-20,<15yr,9378,11477800,182.39558103469307,TESSy COVID-19
Germany,DE,2021-21,<15yr,5407,11477800,128.81388419383507,TESSy COVID-19
Germany,DE,2021-22,<15yr,4109,11477800,82.90787433131784,TESSy COVID-19
Germany,DE,2021-23,<15yr,3057,11477800,62.43356740838837,TESSy COVID-19
Germany,DE,2021-24,<15yr,1611,11477800,40.66981477286588,TESSy COVID-19
Germany,DE,2021-25,<15yr,1067,11477800,23.331997421108575,TESSy COVID-19
Germany,DE,2021-26,<15yr,731,11477800,15.665022913798811,TESSy COVID-19
Germany,DE,2021-27,<15yr,686,11477800,12.345571450974926,TESSy COVID-19
Germany,DE,2021-28,<15yr,1114,11477800,15.682447855860879,TESSy COVID-19
Germany,DE,2021-29,<15yr,1609,11477800,23.724058617505097,TESSy COVID-19
Germany,DE,2021-30,<15yr,2245,11477800,33.57786335360435,TESSy COVID-19
Germany,DE,2021-31,<15yr,3383,11477800,49.03378696265835,TESSy COVID-19
Germany,DE,2021-32,<15yr,5654,11477800,78.73460070745264,TESSy COVID-19
Germany,DE,2021-33,<15yr,10857,11477800,143.85160919339944,TESSy COVID-19
Germany,DE,2021-34,<15yr,15323,11477800,228.09249159246545,TESSy COVID-19
Germany,DE,2021-35,<15yr,18581,11477800,295.3876178361707,TESSy COVID-19
Germany,DE,2021-36,<15yr,17643,11477800,315.6005506281692,TESSy COVID-19
Germany,DE,2021-37,<15yr,15913,11477800,292.35567791737094,TESSy COVID-19
Germany,DE,2021-38,<15yr,13792,11477800,258.80395197685965,TESSy COVID-19
Germany,DE,2021-39,<15yr,14096,11477800,242.97339211347122,TESSy COVID-19
Germany,DE,2021-40,<15yr,13385,11477800,239.42741640384045,TESSy COVID-19
Germany,DE,2021-41,<15yr,13915,11477800,237.85045914722335,TESSy COVID-19
Germany,DE,2021-42,<15yr,18971,11477800,286.51832232657824,TESSy COVID-19
Germany,DE,2021-43,<15yr,27804,11477800,407.52583247660704,TESSy COVID-19
Germany,DE,2021-44,<15yr,32972,11477800,529.5091393821116,TESSy COVID-19
Germany,DE,2021-45,<15yr,57971,11477800,792.3382529753088,TESSy COVID-19
Germany,DE,2021-46,<15yr,76048,11477800,1167.6366551081217,TESSy COVID-19
Germany,DE,2021-47,<15yr,87492,11477800,1424.8375124152712,TESSy COVID-19
Germany,DE,2021-48,<15yr,85873,11477800,1510.4375402951785,TESSy COVID-19
Germany,DE,2021-49,<15yr,79349,11477800,1439.4918886894702,TESSy COVID-19
Germany,DE,2021-50,<15yr,66617,11477800,1271.7245465158828,TESSy COVID-19
Germany,DE,2021-51,<15yr,44618,11477800,969.1317151370472,TESSy COVID-19
Germany,DE,2021-52,<15yr,33657,11477800,681.9686699541724,TESSy COVID-19
Germany,DE,2022-01,<15yr,48354,11477800,714.5184617261148,TESSy COVID-19
Germany,DE,2022-02,<15yr,103977,11477800,1327.179424628413,TESSy COVID-19
Germany,DE,2022-03,<15yr,215504,11477800,2783.4689574657164,TESSy COVID-19
Germany,DE,2022-04,<15yr,307242,11477800,4554.409381588806,TESSy COVID-19
Germany,DE,2022-05,<15yr,331328,11477800,5563.5226262872675,TESSy COVID-19
Germany,DE,2022-06,<15yr,310708,11477800,5593.720050880831,TESSy COVID-19
Germany,DE,2022-07,<15yr,257931,11477800,4954.250814616042,TESSy COVID-19
Germany,DE,2022-08,<15yr,221601,11477800,4177.908658453711,TESSy COVID-19
Germany,DE,2022-09,<15yr,200329,11477800,3676.0529021241005,TESSy COVID-19
Germany,DE,2022-10,<15yr,241694,11477800,3851.112582550663,TESSy COVID-19
Germany,DE,2022-11,<15yr,263559,11477800,4402.0021258429315,TESSy COVID-19
Germany,DE,2022-12,<15yr,267181,11477800,4624.0568750108905,TESSy COVID-19
Germany,DE,2022-13,<15yr,202690,11477800,4093.737475822893,TESSy COVID-19
Germany,DE,2022-14,<15yr,147862,11477800,3054.174144870968,TESSy COVID-19
Germany,DE,2022-15,<15yr,100219,11477800,2161.3985258499015,TESSy COVID-19
Germany,DE,2022-16,<15yr,76298,11477800,1537.899248984997,TESSy COVID-19
Germany,DE,2022-17,<15yr,72246,11477800,1294.185296833888,TESSy COVID-19
Germany,DE,2022-18,<15yr,61827,11477800,1168.1071285437977,TESSy COVID-19
Germany,DE,2022-19,<15yr,54377,11477800,1012.4239836902542,TESSy COVID-19
Germany,DE,2022-20,<15yr,35738,11477800,785.1243269616128,TESSy COVID-19
Germany,DE,2022-21,<15yr,19747,11477800,483.4114551569116,TESSy COVID-19
Germany,DE,2022-22,<15yr,19523,11477800,342.1387373886982,TESSy COVID-19
Germany,DE,2022-23,<15yr,24920,11477800,387.2083500322361,TESSy COVID-19
Germany,DE,2022-24,<15yr,32116,11477800,496.92449772604505,TESSy COVID-19
Germany,DE,2022-25,<15yr,48310,11477800,700.7091951419261,TESSy COVID-19
Germany,DE,2022-26,<15yr,54240,11477800,893.4639042325184,TESSy COVID-19
Germany,DE,2022-27,<15yr,55787,11477800,958.6070501315584,TESSy COVID-19
Germany,DE,2022-28,<15yr,58255,11477800,993.5876213211591,TESSy COVID-19
Germany,DE,2022-29,<15yr,48964,11477800,934.1424314764154,TESSy COVID-19
Germany,DE,2022-30,<15yr,31987,11477800,705.2832424332189,TESSy COVID-19
Germany,DE,2022-31,<15yr,21145,11477800,462.91101082088903,TESSy COVID-19
Germany,DE,2022-32,<15yr,19285,11477800,352.2452037846974,TESSy COVID-19
Germany,DE,2022-33,<15yr,20315,11477800,345.0138528289393,TESSy COVID-19
Germany,DE,2022-34,<15yr,20611,11477800,356.5665894160902,TESSy COVID-19
Germany,DE,2022-35,<15yr,18348,11477800,339.42915889804664,TESSy COVID-19
Germany,DE,2022-36,<15yr,18591,11477800,321.82996741535834,TESSy COVID-19
Germany,DE,2022-37,<15yr,19703,11477800,333.6353656624092,TESSy COVID-19
Germany,DE,2022-38,<15yr,22650,11477800,368.9992855773755,TESSy COVID-19
Germany,DE,2022-39,<15yr,27008,11477800,432.6438864590775,TESSy COVID-19
Germany,DE,2022-40,<15yr,25611,11477800,458.4415131819687,TESSy COVID-19
Germany,DE,2022-41,<15yr,26007,11477800,449.72032967990384,TESSy COVID-19
Germany,DE,2022-42,<15yr,24664,11477800,441.4696196135148,TESSy COVID-19
Germany,DE,2022-43,<15yr,19698,11477800,386.5026398787224,TESSy COVID-19
Germany,DE,2022-44,<15yr,14133,11477800,294.7516074509052,TESSy COVID-19
Germany,DE,2022-45,<15yr,13006,11477800,236.44775131122688,TESSy COVID-19
Germany,DE,2022-46,<15yr,11749,11477800,215.67722037324225,TESSy COVID-19
Germany,DE,2022-47,<15yr,10961,11477800,197.8602171147781,TESSy COVID-19
Germany,DE,2022-48,<15yr,9452,11477800,177.8476711564934,TESSy COVID-19
Germany,DE,2022-49,<15yr,7528,11477800,147.9377581069543,TESSy COVID-19
Germany,DE,2022-50,<15yr,6512,11477800,122.32309327571485,TESSy COVID-19
Germany,DE,2022-51,<15yr,5589,11477800,105.42961194654028,TESSy COVID-19
Germany,DE,2022-52,<15yr,3432,11477800,78.5952011709561,TESSy COVID-19
Germany,DE,2023-01,<15yr,3262,11477800,58.3212810817404,TESSy COVID-19
Germany,DE,2023-02,<15yr,3821,11477800,61.71043231281256,TESSy COVID-19
Germany,DE,2023-03,<15yr,4517,11477800,72.64458345676,TESSy COVID-19
Germany,DE,2023-04,<15yr,5629,11477800,88.39673108086916,TESSy COVID-19
Germany,DE,2023-05,<15yr,4558,11477800,88.75394239314154,TESSy COVID-19
Germany,DE,2023-06,<15yr,3341,11477800,68.819808674136155,TESSy COVID-19
Germany,DE,2023-07,<15yr,2768,11477800,53.22448552858562,TESSy COVID-19
Germany,DE,2023-08,<15yr,2733,11477800,47.927303141717054,TESSy COVID-19
Germany,DE,2023-09,<15yr,2406,11477800,44.77338862848281,TESSy COVID-19
Germany,DE,2020-01,15-24yr,0,8427265,NA,TESSy COVID-19
Germany,DE,2020-02,15-24yr,NA,8427265,NA,TESSy COVID-19
Germany,DE,2020-03,15-24yr,NA,8427265,NA,TESSy COVID-19
Germany,DE,2020-04,15-24yr,0,8427265,NA,TESSy COVID-19
Germany,DE,2020-05,15-24yr,0,8427265,0,TESSy COVID-19
Germany,DE,2020-06,15-24yr,1,8427265,0.011866246047798425,TESSy COVID-19
Germany,DE,2020-07,15-24yr,0,8427265,0.011866246047798425,TESSy COVID-19
Germany,DE,2020-08,15-24yr,3,8427265,0.03559873814339528,TESSy COVID-19
Germany,DE,2020-09,15-24yr,20,8427265,0.2729236590993638,TESSy COVID-19
Germany,DE,2020-10,15-24yr,115,8427265,1.6019432164527874,TESSy COVID-19
Germany,DE,2020-11,15-24yr,503,8427265,7.333340057539427,TESSy COVID-19
Germany,DE,2020-12,15-24yr,1992,8427265,29.60628388925707,TESSy COVID-19
Germany,DE,2020-13,15-24yr,3204,8427265,61.65701446436062,TESSy COVID-19
Germany,DE,2020-14,15-24yr,3315,8427265,77.35605798559794,TESSy COVID-19
Germany,DE,2020-15,15-24yr,2584,8427265,69.99898543596291,TESSy COVID-19
Germany,DE,2020-16,15-24yr,1798,8427265,51.9978901814527,TESSy COVID-19
Germany,DE,2020-17,15-24yr,1355,8427265,37.414273788708435,TESSy COVID-19
Germany,DE,2020-18,15-24yr,854,8427265,26.21253751958672,TESSy COVID-19
Germany,DE,2020-19,15-24yr,763,8427265,19.187719859290056,TESSy COVID-19
Germany,DE,2020-20,15-24yr,605,8427265,16.233024593388247,TESSy COVID-19
Germany,DE,2020-21,15-24yr,465,8427265,12.696883271144316,TESSy COVID-19
Germany,DE,2020-22,15-24yr,448,8427265,10.833882641639963,TESSy COVID-19
Germany,DE,2020-23,15-24yr,389,8427265,9.932047942007282,TESSy COVID-19
Germany,DE,2020-24,15-24yr,357,8427265,8.852219551657626,TESSy COVID-19
Germany,DE,2020-25,15-24yr,628,8427265,11.68825235708145,TESSy COVID-19
Germany,DE,2020-26,15-24yr,420,8427265,12.43582585809275,TESSy COVID-19
Germany,DE,2020-27,15-24yr,395,8427265,9.670990528955716,TESSy COVID-19
Germany,DE,2020-28,15-24yr,384,8427265,9.243805671234973,TESSy COVID-19
Germany,DE,2020-29,15-24yr,496,8427265,10.442296522062614,TESSy COVID-19
Germany,DE,2020-30,15-24yr,625,8427265,13.302061819582034,TESSy COVID-19
Germany,DE,2020-31,15-24yr,889,8427265,17.965496516366816,TESSy COVID-19
Germany,DE,2020-32,15-24yr,1295,8427265,25.915881368391762,TESSy COVID-19
Germany,DE,2020-33,15-24yr,1894,8427265,37.84145864642918,TESSy COVID-19
Germany,DE,2020-34,15-24yr,2419,8427265,51.17911920415461,TESSy COVID-19
Germany,DE,2020-35,15-24yr,2159,8427265,54.32367440682119,TESSy COVID-19
Germany,DE,2020-36,15-24yr,2008,8427265,49.44664728117604,TESSy COVID-19
Germany,DE,2020-37,15-24yr,2096,8427265,48.69907378016474,TESSy COVID-19
Germany,DE,2020-38,15-24yr,2547,8427265,55.09498039992809,TESSy COVID-19
Germany,DE,2020-39,15-24yr,2618,8427265,61.28916083687887,TESSy COVID-19
Germany,DE,2020-40,15-24yr,3054,8427265,67.30534758311268,TESSy COVID-19
Germany,DE,2020-41,15-24yr,4850,8427265,93.79080876179876,TESSy COVID-19
Germany,DE,2020-42,15-24yr,7311,8427265,144.30541818727664,TESSy COVID-19
Germany,DE,2020-43,15-24yr,12373,8427265,233.57518720486422,TESSy COVID-19
Germany,DE,2020-44,15-24yr,17528,8427265,354.8126230752207,TESSy COVID-19
Germany,DE,2020-45,15-24yr,20005,8427265,445.3758129120183,TESSy COVID-19
Germany,DE,2020-46,15-24yr,19607,8427265,470.04573844539124,TESSy COVID-19
Germany,DE,2020-47,15-24yr,18306,8427265,449.88498641018174,TESSy COVID-19
Germany,DE,2020-48,15-24yr,16325,8427265,410.93996688130727,TESSy COVID-19
Germany,DE,2020-49,15-24yr,16740,8427265,392.35742557045495,TESSy COVID-19
Germany,DE,2020-50,15-24yr,19461,8427265,429.5699731763508,TESSy COVID-19
Germany,DE,2020-51,15-24yr,20423,8427265,473.27335737039243,TESSy COVID-19
Germany,DE,2020-52,15-24yr,14857,8427265,418.64116056632844,TESSy COVID-19
Germany,DE,2020-53,15-24yr,13443,8427265,335.81476315269543,TESSy COVID-19
Germany,DE,2021-01,15-24yr,17183,8427265,363.4156514598746,TESSy COVID-19
Germany,DE,2021-02,15-24yr,13850,8427265,368.24521360132854,TESSy COVID-19
Germany,DE,2021-03,15-24yr,10586,8427265,289.96358842400235,TESSy COVID-19
Germany,DE,2021-04,15-24yr,8663,8427265,228.4133701740719,TESSy COVID-19
Germany,DE,2021-05,15-24yr,7252,8427265,188.85130585071195,TESSy COVID-19
Germany,DE,2021-06,15-24yr,6014,8427265,157.4176200700939,TESSy COVID-19
Germany,DE,2021-07,15-24yr,6551,8427265,149.09938159058723,TESSy COVID-19
Germany,DE,2021-08,15-24yr,7239,8427265,163.63553299914028,TESSy COVID-19
Germany,DE,2021-09,15-24yr,7592,8427265,175.98829513489846,TESSy COVID-19
Germany,DE,2021-10,15-24yr,9483,8427265,202.6161512661581,TESSy COVID-19
Germany,DE,2021-11,15-24yr,12397,8427265,259.63346352582954,TESSy COVID-19
Germany,DE,2021-12,15-24yr,15681,8427265,333.1804565300842,TESSy COVID-19
Germany,DE,2021-13,15-24yr,15025,8427265,364.3649511436985,TESSy COVID-19
Germany,DE,2021-14,15-24yr,17256,8427265,383.054288668981,TESSy COVID-19
Germany,DE,2021-15,15-24yr,22266,8427265,468.97777630108936,TESSy COVID-19
Germany,DE,2021-16,15-24yr,21502,8427265,519.3618570200415,TESSy COVID-19
Germany,DE,2021-17,15-24yr,18170,8427265,470.75771320825913,TESSy COVID-19
Germany,DE,2021-18,15-24yr,14792,8427265,391.1352022275317,TESSy COVID-19
Germany,DE,2021-19,15-24yr,10489,8427265,299.990566334392,TESSy COVID-19
Germany,DE,2021-20,15-24yr,8032,8427265,219.77474305127464,TESSy COVID-19
Germany,DE,2021-21,15-24yr,4633,8427265,150.28600619536707,TESSy COVID-19
Germany,DE,2021-22,15-24yr,3440,8427265,95.7962043438767,TESSy COVID-19
Germany,DE,2021-23,15-24yr,2440,8427265,69.77352676105474,TESSy COVID-19
Germany,DE,2021-24,15-24yr,1301,8427265,44.39162646481391,TESSy COVID-19
Germany,DE,2021-25,15-24yr,885,8427265,25.93961386048736,TESSy COVID-19
Germany,DE,2021-26,15-24yr,966,8427265,21.964421434474886,TESSy COVID-19
Germany,DE,2021-27,15-24yr,1460,8427265,28.78751291195898,TESSy COVID-19
Germany,DE,2021-28,15-24yr,2781,8427265,50.324749488713124,TESSy COVID-19
Germany,DE,2021-29,15-24yr,3700,8427265,76.90514063578159,TESSy COVID-19
Germany,DE,2021-30,15-24yr,4168,8427265,93.36362390407801,TESSy COVID-19
Germany,DE,2021-31,15-24yr,5149,8427265,110.55781442733793,TESSy COVID-19
Germany,DE,2021-32,15-24yr,7911,8427265,154.97317338424745,TESSy COVID-19
Germany,DE,2021-33,15-24yr,11330,8427265,228.3184402056895,TESSy COVID-19
Germany,DE,2021-34,15-24yr,13806,8427265,298.26996065746124,TESSy COVID-19
Germany,DE,2021-35,15-24yr,14541,8427265,336.37247671694195,TESSy COVID-19
Germany,DE,2021-36,15-24yr,13000,8427265,326.80828240241647,TESSy COVID-19
Germany,DE,2021-37,15-24yr,10548,8427265,279.4263619335573,TESSy COVID-19
Germany,DE,2021-38,15-24yr,8704,8427265,228.4489689122153,TESSy COVID-19
Germany,DE,2021-39,15-24yr,8629,8427265,205.6776427464901,TESSy COVID-19
Germany,DE,2021-40,15-24yr,8688,8427265,205.48778280972533,TESSy COVID-19
Germany,DE,2021-41,15-24yr,9828,8427265,219.71541182103564,TESSy COVID-19
Germany,DE,2021-42,15-24yr,14138,8427265,284.38645278153706,TESSy COVID-19
Germany,DE,2021-43,15-24yr,19135,8427265,394.82560474839704,TESSy COVID-19
Germany,DE,2021-44,15-24yr,23548,8427265,506.4869800581802,TESSy COVID-19
Germany,DE,2021-45,15-24yr,35280,8427265,698.0675224998857,TESSy COVID-19
Germany,DE,2021-46,15-24yr,42052,8427265,917.6405393683478,TESSy COVID-19
Germany,DE,2021-47,15-24yr,47165,8427265,1058.6708736464323,TESSy COVID-19
Germany,DE,2021-48,15-24yr,45078,8427265,1094.5781341870702,TESSy COVID-19
Germany,DE,2021-49,15-24yr,38329,8427265,989.7279841087233,TESSy COVID-19
Germany,DE,2021-50,15-24yr,32174,8427265,836.6059451079324,TESSy COVID-19
Germany,DE,2021-51,15-24yr,25000,8427265,678.4407515368272,TESSy COVID-19
Germany,DE,2021-52,15-24yr,34233,8427265,702.8733521492442,TESSy COVID-19
Germany,DE,2022-01,15-24yr,70656,8427265,1244.638681707529,TESSy COVID-19
Germany,DE,2022-02,15-24yr,93056,8427265,1942.646872977176,TESSy COVID-19
Germany,DE,2022-03,15-24yr,122903,8427265,2562.6226302365003,TESSy COVID-19
Germany,DE,2022-04,15-24yr,160014,8427265,3357.162733104987,TESSy COVID-19
Germany,DE,2022-05,15-24yr,183283,8427265,4073.646669471056,TESSy COVID-19
Germany,DE,2022-06,15-24yr,184698,8427265,4366.5530869149125,TESSy COVID-19
Germany,DE,2022-07,15-24yr,168577,8427265,4192.0480725359885,TESSy COVID-19
Germany,DE,2022-08,15-24yr,152173,8427265,3806.098419831345,TESSy COVID-19
Germany,DE,2022-09,15-24yr,175065,8427265,3883.0866241894614,TESSy COVID-19
Germany,DE,2022-10,15-24yr,234626,8427265,4861.494209568585,TESSy COVID-19
Germany,DE,2022-11,15-24yr,238973,8427265,5619.842261991286,TESSy COVID-19
Germany,DE,2022-12,15-24yr,221618,8427265,5465.486133401525,TESSy COVID-19
Germany,DE,2022-13,15-24yr,176384,8427265,4722.789659515869,TESSy COVID-19
Germany,DE,2022-14,15-24yr,132022,8427265,3659.6214786173214,TESSy COVID-19
Germany,DE,2022-15,15-24yr,106183,8427265,2826.599139815824,TESSy COVID-19
Germany,DE,2022-16,15-24yr,101323,8427265,2462.31725239446,TESSy COVID-19
Germany,DE,2022-17,15-24yr,86308,8427265,2226.4756121944665,TESSy COVID-19
Germany,DE,2022-18,15-24yr,58996,8427265,1724.2130157293025,TESSy COVID-19
Germany,DE,2022-19,15-24yr,50943,8427265,1304.5632242489112,TESSy COVID-19
Germany,DE,2022-20,15-24yr,38016,8427265,1055.6093821661002,TESSy COVID-19
Germany,DE,2022-21,15-24yr,23722,8427265,732.5982984989793,TESSy COVID-19
Germany,DE,2022-22,15-24yr,33659,8427265,680.8970644687215,TESSy COVID-19
Germany,DE,2022-23,15-24yr,45527,8427265,939.6405595409661,TESSy COVID-19
Germany,DE,2022-24,15-24yr,56697,8427265,1213.0151359901463,TESSy COVID-19
Germany,DE,2022-25,15-24yr,74956,8427265,1562.2268909308061,TESSy COVID-19
Germany,DE,2022-26,15-24yr,76474,8427265,1796.9056390181156,TESSy COVID-19
Germany,DE,2022-27,15-24yr,72594,8427265,1768.8775658532156,TESSy COVID-19
Germany,DE,2022-28,15-24yr,76114,8427265,1764.6057172760084,TESSy COVID-19
Germany,DE,2022-29,15-24yr,67838,8427265,1708.169851072679,TESSy COVID-19
Germany,DE,2022-30,15-24yr,51682,8427265,1418.2537276328678,TESSy COVID-19
Germany,DE,2022-31,15-24yr,37081,8427265,1053.2835979407316,TESSy COVID-19
Germany,DE,2022-32,15-24yr,31048,8427265,808.4354769904589,TESSy COVID-19
Germany,DE,2022-33,15-24yr,26912,8427265,687.7676209303968,TESSy COVID-19
Germany,DE,2022-34,15-24yr,23939,8427265,603.4104777765978,TESSy COVID-19
Germany,DE,2022-35,15-24yr,21382,8427265,537.7901371322724,TESSy COVID-19
Germany,DE,2022-36,15-24yr,20912,8427265,501.8710103455866,TESSy COVID-19
Germany,DE,2022-37,15-24yr,22450,8427265,514.5441611246354,TESSy COVID-19
Germany,DE,2022-38,15-24yr,25616,8427265,570.3629825334791,TESSy COVID-19
Germany,DE,2022-39,15-24yr,38218,8427265,757.4699502151647,TESSy COVID-19
Germany,DE,2022-40,15-24yr,46774,8427265,1008.5359840944838,TESSy COVID-19
Germany,DE,2022-41,15-24yr,49898,8427265,1147.1337379327695,TESSy COVID-19
Germany,DE,2022-42,15-24yr,41339,8427265,1082.640690662985,TESSy COVID-19
Germany,DE,2022-43,15-24yr,29217,8427265,837.2348561484657,TESSy COVID-19
Germany,DE,2022-44,15-24yr,19994,8427265,583.9498342582083,TESSy COVID-19
Germany,DE,2022-45,15-24yr,18709,8427265,459.25932078794244,TESSy COVID-19
Germany,DE,2022-46,15-24yr,15107,8427265,401.26897635235156,TESSy COVID-19
Germany,DE,2022-47,15-24yr,14759,8427265,354.39730446354775,TESSy COVID-19
Germany,DE,2022-48,15-24yr,16602,8427265,372.1373423050064,TESSy COVID-19
Germany,DE,2022-49,15-24yr,17236,8427265,401.5300337654031,TESSy COVID-19
Germany,DE,2022-50,15-24yr,18933,8427265,429.19025330282125,TESSy COVID-19
Germany,DE,2022-51,15-24yr,17813,8427265,436.03707727240095,TESSy COVID-19
Germany,DE,2022-52,15-24yr,10477,8427265,335.69610069221744,TESSy COVID-19
Germany,DE,2023-01,15-24yr,9872,8427265,241.46624082665016,TESSy COVID-19
Germany,DE,2023-02,15-24yr,7569,8427265,206.95919731965233,TESSy COVID-19
Germany,DE,2023-03,15-24yr,5572,8427265,155.93433931411911,TESSy COVID-19
Germany,DE,2023-04,15-24yr,6755,8427265,146.2752150312112,TESSy COVID-19
Germany,DE,2023-05,15-24yr,8459,8427265,180.53306737120525,TESSy COVID-19
Germany,DE,2023-06,15-24yr,8751,8427265,204.2180944826109,TESSy COVID-19
Germany,DE,2023-07,15-24yr,9378,8427265,215.12317460053765,TESSy COVID-19
Germany,DE,2023-08,15-24yr,11635,8427265,249.34542820238832,TESSy COVID-19
Germany,DE,2023-09,15-24yr,8914,8427265,243.83949003620984,TESSy COVID-19
Germany,DE,2020-01,25-49yr,0,25855651,NA,TESSy COVID-19
Germany,DE,2020-02,25-49yr,NA,25855651,NA,TESSy COVID-19
Germany,DE,2020-03,25-49yr,NA,25855651,NA,TESSy COVID-19
Germany,DE,2020-04,25-49yr,0,25855651,NA,TESSy COVID-19
Germany,DE,2020-05,25-49yr,7,25855651,0.027073385234044196,TESSy COVID-19
Germany,DE,2020-06,25-49yr,5,25855651,0.04641151754407576,TESSy COVID-19
Germany,DE,2020-07,25-49yr,3,25855651,0.030941011696050506,TESSy COVID-19
Germany,DE,2020-08,25-49yr,0,25855651,0.01160287938601894,TESSy COVID-19
Germany,DE,2020-09,25-49yr,76,25855651,0.29393961111247985,TESSy COVID-19
Germany,DE,2020-10,25-49yr,396,25855651,1.82551969006698,TESSy COVID-19
Germany,DE,2020-11,25-49yr,2949,25855651,12.937210515411119,TESSy COVID-19
Germany,DE,2020-12,25-49yr,9689,25855651,48.87906322683579,TESSy COVID-19
Germany,DE,2020-13,25-49yr,12938,25855651,87.51278395581686,TESSy COVID-19
Germany,DE,2020-14,25-49yr,12117,25855651,96.90338100556818,TESSy COVID-19
Germany,DE,2020-15,25-49yr,8901,25855651,81.2897729784487,TESSy COVID-19
Germany,DE,2020-16,25-49yr,5663,25855651,56.328111792659946,TESSy COVID-19
Germany,DE,2020-17,25-49yr,4139,25855651,37.910474580585884,TESSy COVID-19
Germany,DE,2020-18,25-49yr,2632,25855651,26.187698774244748,TESSy COVID-19
Germany,DE,2020-19,25-49yr,2289,25855651,19.03258981953307,TESSy COVID-19
Germany,DE,2020-20,25-49yr,1826,25855651,15.91528289115598,TESSy COVID-19
Germany,DE,2020-21,25-49yr,1429,25855651,12.58912413383055,TESSy COVID-19
Germany,DE,2020-22,25-49yr,1245,25855651,10.342033159404883,TESSy COVID-19
Germany,DE,2020-23,25-49yr,920,25855651,8.373411290243668,TESSy COVID-19
Germany,DE,2020-24,25-49yr,958,25855651,7.263402495647856,TESSy COVID-19
Germany,DE,2020-25,25-49yr,2053,25855651,11.64542327710101,TESSy COVID-19
Germany,DE,2020-26,25-49yr,1474,25855651,13.641118531496268,TESSy COVID-19
Germany,DE,2020-27,25-49yr,1231,25855651,10.461929579727078,TESSy COVID-19
Germany,DE,2020-28,25-49yr,1061,25855651,8.86459985091847,TESSy COVID-19
